State,Year,Energy_type,Generation_MU,Capacity_MW,Potential_MW,Avg_Generation_MW,CUF,Potential_Capacity_Gap_MW,Generation_Potential_Utilization
Karnataka,2017,Solar,525.60,"1,027.84","24,700.00",60.00022831,0.05837506646,"23,672.16",0.24%
Bihar,2018,Biomass,155.77,0.00,0.00,17.78196347,0,0,0.00%
Bihar,2014,Biomass,110.03,0.00,0.00,12.55993151,0,0,0.00%
Tamil Nadu,2016,Solar,514.64,"1,120.13",0.00,58.7489726,0.05244830525,"-1,120.13",0.00%
Bihar,2015,Biomass,110.03,0.00,0.00,12.55993151,0,0,0.00%
Uttarakhand,2013,Small Hydro,505.84,174.82,0.00,57.74372146,0.3303038638,-174.82,0.00%
Uttarakhand,2014,Small Hydro,505.84,174.82,0.00,57.74372146,0.3303038638,-174.82,0.00%
Punjab,2017,Small Hydro,497.99,170.90,441.00,56.84783105,0.3326379816,270.10,12.89%
Bihar,2016,Biomass,110.03,0.00,0.00,12.55993151,0,0,0.00%
Maharashtra,2013,Small Hydro,496.61,299.93,0.00,56.69052511,0.189015671,-299.93,0.00%
Uttarakhand,2012,Small Hydro,494.26,170.82,0.00,56.42248858,0.3303037618,-170.82,0.00%
Punjab,2016,Small Hydro,490.08,170.90,0.00,55.94520548,0.3273563808,-170.90,0.00%
Kerala,2016,Small Hydro,486.99,198.92,0.00,55.59246575,0.2794714747,-198.92,0.00%
Bihar,2013,Biomass,109.72,0.00,0.00,12.52511416,0,0,0.00%
Maharashtra,2012,Small Hydro,465.82,281.33,0.00,53.17568493,0.1890153376,-281.33,0.00%
Kerala,2017,Small Hydro,462.39,213.02,704.00,52.7836758,0.2477874181,490.98,7.50%
Maharashtra,2011,Small Hydro,455.55,275.13,0.00,52.00388128,0.18901567,-275.13,0.00%
Bihar,2012,Biomass,39.28,0.00,0.00,4.483561644,0,0,0.00%
Punjab,2015,Small Hydro,451.37,157.40,441.00,51.52591324,0.3273565009,283.60,11.68%
Punjab,2014,Small Hydro,447.93,156.20,0.00,51.13310502,0.3273566263,-156.20,0.00%
Jammu And Kashmir,2020,Small Hydro,443.13,180.48,"1,707.00",50.58515982,0.280281249,"1,526.52",2.96%
Punjab,2011,Small Hydro,443.05,154.50,0.00,50.57659817,0.3273566225,-154.50,0.00%
Punjab,2012,Small Hydro,443.05,154.50,0.00,50.57659817,0.3273566225,-154.50,0.00%
Punjab,2013,Small Hydro,443.05,154.50,0.00,50.57659817,0.3273566225,-154.50,0.00%
Telangana,2016,Solar,422.88,527.84,0.00,48.27431507,0.09145582127,-527.84,0.00%
Kerala,2015,Small Hydro,413.55,168.92,704.00,47.20833333,0.2794715447,535.08,6.71%
Maharashtra,2014,Solar,412.80,249.25,0.00,47.12328767,0.1890603317,-249.25,0.00%
Maharashtra,2010,Small Hydro,406.21,245.33,0.00,46.37111872,0.1890152803,-245.33,0.00%
Odisha,2020,Solar,398.01,397.84,"25,780.00",45.43481735,0.1142037436,"25,382.16",0.18%
Bihar,2011,Biomass,24.07,0.00,0.00,2.748059361,0,0,0.00%
Bihar,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2008,Small Hydro,393.94,162.62,0.00,44.97054795,0.2765376211,-162.62,0.00%
Bihar,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chhattisgarh,2020,Solar,389.69,231.35,"18,270.00",44.48538813,0.1922860952,"18,038.65",0.24%
Uttarakhand,2011,Small Hydro,389.52,134.62,0.00,44.46552511,0.3303040047,-134.62,0.00%
Kerala,2013,Small Hydro,387.84,158.42,0.00,44.27385845,0.2794713953,-158.42,0.00%
Kerala,2014,Small Hydro,387.84,158.42,0.00,44.27385845,0.2794713953,-158.42,0.00%
Uttarakhand,2010,Small Hydro,384.60,132.92,0.00,43.90399543,0.3303039079,-132.92,0.00%
Punjab,2016,Solar,380.57,405.06,0.00,43.44440639,0.1072534554,-405.06,0.00%
Punjab,2010,Small Hydro,380.11,132.55,0.00,43.39109589,0.3273564383,-132.55,0.00%
Uttarakhand,2009,Small Hydro,370.13,127.92,0.00,42.25239726,0.3303032932,-127.92,0.00%
Kerala,2012,Small Hydro,366.42,149.67,0.00,41.82853881,0.2794717633,-149.67,0.00%
Uttarakhand,2020,Solar,359.92,315.90,"16,800.00",41.08721461,0.1300639905,"16,484.10",0.24%
Bihar,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2008,Small Hydro,355.30,123.90,0.00,40.55947489,0.3273565366,-123.90,0.00%
Punjab,2009,Small Hydro,355.30,123.90,0.00,40.55947489,0.3273565366,-123.90,0.00%
Bihar,2015,Biomass,0.00,93.00,300.00,0,0,207.00,0.00%
Punjab,2019,Small Hydro,351.22,173.55,441.00,40.09383562,0.2310218128,267.45,9.09%
Maharashtra,2008,Small Hydro,349.92,211.33,0.00,39.9446347,0.1890154484,-211.33,0.00%
Maharashtra,2009,Small Hydro,349.92,211.33,0.00,39.9446347,0.1890154484,-211.33,0.00%
Chhattisgarh,2019,Solar,348.73,231.35,"18,270.00",39.80958904,0.1720751634,"18,038.65",0.22%
Tamil Nadu,2019,Small Hydro,347.97,123.05,660.00,39.72294521,0.3228195466,536.95,6.02%
Andhra Pradesh,2012,Wind,345.32,245.55,0.00,39.4196347,0.1605360811,-245.55,0.00%
Bihar,2017,Biomass,0.00,113.00,300.00,0,0,187.00,0.00%
Bihar,2019,Biomass,0.00,113.00,300.00,0,0,187.00,0.00%
Bihar,2020,Biomass,0.00,121.20,300.00,0,0,178.80,0.00%
Kerala,2011,Small Hydro,335.08,136.87,0.00,38.25125571,0.2794714379,-136.87,0.00%
Kerala,2009,Small Hydro,327.74,133.87,0.00,37.41289954,0.2794718723,-133.87,0.00%
Kerala,2010,Small Hydro,327.74,133.87,0.00,37.41289954,0.2794718723,-133.87,0.00%
Haryana,2020,Small Hydro,326.89,73.50,107.00,37.31621005,0.507703538,33.50,34.87%
Madhya Pradesh,2014,Wind,326.60,423.40,0.00,37.28321918,0.08805672928,-423.40,0.00%
Jammu And Kashmir,2017,Small Hydro,325.36,158.03,"1,431.00",37.14109589,0.235025602,"1,272.97",2.60%
Jammu And Kashmir,2018,Small Hydro,324.37,179.03,"1,707.00",37.02853881,0.2068286813,"1,527.97",2.17%
Bihar,2018,Biomass,0.00,113.00,200.00,0,0,87.00,0.00%
Uttarakhand,2019,Solar,319.95,306.75,"16,800.00",36.5239726,0.1190675553,"16,493.25",0.22%
Bihar,2011,Biomass,0.00,9.50,0.00,0,0,-9.50,0.00%
Jammu And Kashmir,2019,Small Hydro,312.20,179.03,"1,431.00",35.63881279,0.1990661497,"1,251.97",2.49%
Jammu And Kashmir,2015,Small Hydro,304.79,156.53,"1,431.00",34.793379,0.2222793011,"1,274.47",2.43%
Jammu And Kashmir,2016,Small Hydro,304.79,156.53,0.00,34.793379,0.2222793011,-156.53,0.00%
Uttarakhand,2008,Small Hydro,304.16,105.12,0.00,34.72157534,0.3303041794,-105.12,0.00%
Kerala,2008,Small Hydro,301.42,123.12,0.00,34.40856164,0.2794717482,-123.12,0.00%
Odisha,2020,Small Hydro,299.65,64.63,286.00,34.20707763,0.5293164816,221.38,11.96%
Andhra Pradesh,2020,Small Hydro,298.19,162.11,409.00,34.03949772,0.2099777788,246.89,8.32%
Madhya Pradesh,2013,Wind,292.84,386.00,0.00,33.42876712,0.08660302364,-386.00,0.00%
Uttarakhand,2018,Solar,292.45,260.08,"16,800.00",33.38481735,0.1283636472,"16,539.92",0.20%
Andhra Pradesh,2016,Solar,289.98,572.96,0.00,33.10239726,0.05777435992,-572.96,0.00%
Bihar,2012,Biomass,0.00,15.50,0.00,0,0,-15.50,0.00%
Bihar,2013,Biomass,0.00,43.30,0.00,0,0,-43.30,0.00%
Odisha,2019,Solar,286.34,394.73,"25,780.00",32.68675799,0.08280788891,"25,385.27",0.13%
Bihar,2014,Biomass,0.00,43.42,0.00,0,0,-43.42,0.00%
Bihar,2016,Biomass,0.00,104.00,0.00,0,0,-104.00,0.00%
Jammu And Kashmir,2014,Small Hydro,280.98,144.30,0.00,32.07552654,0.2222789142,-144.30,0.00%
Madhya Pradesh,2012,Wind,279.73,376.40,0.00,31.93287671,0.08483761082,-376.40,0.00%
Rajasthan,2012,Solar,276.41,197.65,0.00,31.55399543,0.1596458155,-197.65,0.00%
Telangana,2019,Wind,274.83,128.10,0.00,31.37283105,0.2449089075,-128.10,0.00%
Chandigarh,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2017,Solar,271.44,336.73,"22,830.00",30.98641553,0.09202154701,"22,493.27",0.14%
Andhra Pradesh,2011,Wind,269.31,191.50,0.00,30.74257991,0.1605356653,-191.50,0.00%
Chandigarh,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2019,Small Hydro,266.10,64.63,295.00,30.37671233,0.4700458387,230.38,10.30%
Odisha,2018,Small Hydro,265.57,64.63,286.00,30.31621005,0.4690733413,221.37,10.60%
Odisha,2014,Small Hydro,263.24,64.63,0.00,30.05034247,0.4649596544,-64.63,0.00%
Odisha,2015,Small Hydro,263.24,64.63,295.00,30.05034247,0.4649956281,230.38,10.19%
Odisha,2016,Small Hydro,263.24,64.63,0.00,30.05034247,0.4649956281,-64.63,0.00%
Odisha,2010,Small Hydro,261.90,64.30,0.00,29.89691781,0.4649598415,-64.30,0.00%
Odisha,2011,Small Hydro,261.90,64.30,0.00,29.89691781,0.4649598415,-64.30,0.00%
Odisha,2012,Small Hydro,261.90,64.30,0.00,29.89691781,0.4649598415,-64.30,0.00%
Odisha,2013,Small Hydro,261.90,64.30,0.00,29.89691781,0.4649598415,-64.30,0.00%
Chandigarh,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2019,Small Hydro,250.84,73.50,110.00,28.63424658,0.3895815861,36.50,26.03%
Jammu And Kashmir,2012,Small Hydro,248.60,127.67,0.00,28.37941291,0.2222787183,-127.67,0.00%
Jammu And Kashmir,2013,Small Hydro,248.60,127.67,0.00,28.37941291,0.2222787183,-127.67,0.00%
Jammu And Kashmir,2010,Small Hydro,246.32,126.50,0.00,28.11857909,0.2222792425,-126.50,0.00%
Jammu And Kashmir,2011,Small Hydro,246.32,126.50,0.00,28.11857909,0.2222792425,-126.50,0.00%
Madhya Pradesh,2020,Small Hydro,246.16,95.91,820.00,28.10079909,0.2929913365,724.09,3.43%
Chandigarh,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2020,Wind,239.52,128.10,"24,835.00",27.34292237,0.2134498234,"24,706.90",0.11%
Odisha,2017,Small Hydro,239.05,64.63,295.00,27.28847032,0.4222587284,230.38,9.25%
Haryana,2017,Small Hydro,238.80,73.50,110.00,27.26061644,0.3708927407,36.50,24.78%
Tamil Nadu,2020,Small Hydro,235.76,123.05,604.00,26.91324201,0.2187179359,480.95,4.46%
Chandigarh,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2017,Small Hydro,224.46,86.16,820.00,25.62351598,0.297394568,733.84,3.12%
Odisha,2017,Solar,224.32,79.42,"25,780.00",25.60730594,0.322428934,"25,700.58",0.10%
Odisha,2018,Solar,223.34,79.57,"25,780.00",25.4956621,0.3204180231,"25,700.43",0.10%
Punjab,2018,Small Hydro,217.62,173.55,578.00,24.84246575,0.1431429891,404.45,4.30%
Tamil Nadu,2012,Small Hydro,214.02,123.05,0.00,24.43093607,0.1985447873,-123.05,0.00%
Tamil Nadu,2013,Small Hydro,214.02,123.05,0.00,24.43093607,0.1985447873,-123.05,0.00%
Tamil Nadu,2014,Small Hydro,214.02,123.05,0.00,24.43093607,0.1985447873,-123.05,0.00%
Tamil Nadu,2015,Small Hydro,214.02,123.05,660.00,24.43093607,0.1985447873,536.95,3.70%
Tamil Nadu,2016,Small Hydro,214.02,123.05,0.00,24.43093607,0.1985447873,-123.05,0.00%
Jammu And Kashmir,2008,Small Hydro,212.99,109.38,0.00,24.31371026,0.222278638,-109.38,0.00%
Jammu And Kashmir,2009,Small Hydro,212.99,109.38,0.00,24.31371026,0.222278638,-109.38,0.00%
Telangana,2017,Wind,211.93,100.80,0.00,24.19292237,0.2400091505,-100.80,0.00%
Haryana,2018,Small Hydro,210.29,73.50,107.00,24.00570776,0.3266082689,33.50,22.44%
Madhya Pradesh,2011,Wind,208.63,275.90,0.00,23.81655251,0.08632313342,-275.90,0.00%
Chandigarh,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2018,Wind,195.29,100.80,0.00,22.293379,0.2211644742,-100.80,0.00%
Gujarat,2020,Small Hydro,194.80,68.95,202.00,22.23721461,0.3225121771,133.05,11.01%
Andhra Pradesh,2019,Small Hydro,193.12,162.11,978.00,22.04543379,0.1359905853,815.89,2.25%
Andhra Pradesh,2010,Wind,191.40,136.10,0.00,21.8489726,0.160536169,-136.10,0.00%
Chhattisgarh,2018,Biomass,0.00,0.00,246.00,0,0,246.00,0.00%
Chhattisgarh,2015,Biomass,0.00,0.00,236.00,0,0,236.00,0.00%
Karnataka,2016,Solar,187.99,145.46,0.00,21.46004566,0.147530253,-145.46,0.00%
Chhattisgarh,2017,Biomass,0.00,0.00,236.00,0,0,236.00,0.00%
Chhattisgarh,2019,Biomass,0.00,0.00,236.00,0,0,236.00,0.00%
Tamil Nadu,2018,Small Hydro,186.14,123.05,604.00,21.24885845,0.1726847497,480.95,3.52%
West Bengal,2018,Small Hydro,183.05,98.50,392.00,20.89611872,0.2121433373,293.50,5.33%
Andhra Pradesh,2018,Small Hydro,181.69,162.11,409.00,20.74086758,0.1279431718,246.89,5.07%
Bihar,2019,Solar,181.11,142.45,"11,200.00",20.67465753,0.145136241,"11,057.55",0.18%
Odisha,2009,Small Hydro,180.44,44.30,0.00,20.59771689,0.4649597493,-44.30,0.00%
Chhattisgarh,2020,Biomass,0.00,0.00,236.00,0,0,236.00,0.00%
Andhra Pradesh,2009,Wind,174.40,122.50,0.00,19.90878995,0.1625207343,-122.50,0.00%
Punjab,2015,Solar,174.07,185.27,"2,810.00",19.87100457,0.1072543022,"2,624.73",0.71%
Andhra Pradesh,2008,Wind,172.27,122.50,0.00,19.66563927,0.1605358308,-122.50,0.00%
Madhya Pradesh,2010,Wind,170.49,229.40,0.00,19.46175799,0.08483765471,-229.40,0.00%
Andhra Pradesh,2017,Small Hydro,168.75,241.98,978.00,19.26392694,0.07960958319,736.02,1.97%
Tamil Nadu,2011,Small Hydro,167.93,96.55,0.00,19.16952055,0.1985450083,-96.55,0.00%
Chhattisgarh,2017,Biomass,"1,281.10",0.00,0.00,146.2442922,0,0,0.00%
Maharashtra,2013,Solar,165.59,100.00,0.00,18.90239726,0.1890239726,-100.00,0.00%
Odisha,2016,Solar,163.19,66.92,0.00,18.62910959,0.2783788044,-66.92,0.00%
Haryana,2020,Solar,163.07,252.14,"4,560.00",18.61472603,0.07382694546,"4,307.86",0.41%
West Bengal,2019,Small Hydro,161.85,98.50,396.00,18.47648402,0.187578518,297.50,4.67%
Chhattisgarh,2016,Biomass,"1,119.32",0.00,0.00,127.7759132,0,0,0.00%
Bihar,2020,Solar,161.16,151.57,"11,200.00",18.3966895,0.1213742132,"11,048.43",0.16%
Madhya Pradesh,2009,Wind,158.15,212.80,0.00,18.05342466,0.08483752189,-212.80,0.00%
West Bengal,2015,Small Hydro,157.57,98.50,396.00,17.98778539,0.1826171105,297.50,4.54%
West Bengal,2016,Small Hydro,157.57,98.50,0.00,17.98778539,0.1826171105,-98.50,0.00%
West Bengal,2008,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
West Bengal,2009,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
West Bengal,2010,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
West Bengal,2011,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
West Bengal,2012,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
West Bengal,2013,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
West Bengal,2014,Small Hydro,157.41,98.40,0.00,17.96952055,0.1826170787,-98.40,0.00%
Tamil Nadu,2009,Small Hydro,156.62,90.05,0.00,17.87899543,0.1985452019,-90.05,0.00%
Tamil Nadu,2010,Small Hydro,156.62,90.05,0.00,17.87899543,0.1985452019,-90.05,0.00%
Tamil Nadu,2008,Small Hydro,156.01,89.70,0.00,17.80947489,0.1985448705,-89.70,0.00%
Chhattisgarh,2014,Biomass,"1,059.33",0.00,0.00,120.9283105,0,0,0.00%
Kerala,2019,Solar,146.84,138.59,"6,110.00",16.76289954,0.1209531679,"5,971.41",0.27%
Kerala,2020,Solar,146.28,142.23,"6,110.00",16.69851598,0.1174050199,"5,967.77",0.27%
Madhya Pradesh,2019,Small Hydro,145.47,95.91,820.00,16.60627854,0.173144391,724.09,2.03%
Bihar,2018,Solar,145.34,142.45,"11,200.00",16.5913242,0.1164712124,"11,057.55",0.15%
Chhattisgarh,2015,Biomass,"1,059.33",0.00,0.00,120.9283105,0,0,0.00%
Madhya Pradesh,2008,Wind,139.49,187.70,0.00,15.9239726,0.0848373607,-187.70,0.00%
Chhattisgarh,2018,Solar,139.23,231.35,0.00,15.89360731,0.06869940482,-231.35,0.00%
Delhi,2020,Solar,136.54,165.16,"2,050.00",15.58652968,0.09437230371,"1,884.84",0.76%
Haryana,2012,Solar,132.97,16.80,0.00,15.17876712,0.9034980431,-16.80,0.00%
Odisha,2008,Small Hydro,131.56,32.30,0.00,15.01815068,0.4649582255,-32.30,0.00%
Chhattisgarh,2012,Biomass,999.35,0.00,0.00,114.0807078,0,0,0.00%
Chhattisgarh,2013,Biomass,999.35,0.00,0.00,114.0807078,0,0,0.00%
Uttar Pradesh,2016,Solar,125.51,143.50,0.00,14.32773973,0.09984835518,-143.50,0.00%
Andhra Pradesh,2015,Solar,124.98,242.86,"38,440.00",14.26757991,0.05874816729,"38,197.14",0.04%
Delhi,2012,Waste,124.87,16.00,0.00,14.2543379,0.8908961187,-16.00,0.00%
Delhi,2013,Waste,124.87,16.00,0.00,14.2543379,0.8908961187,-16.00,0.00%
Delhi,2014,Waste,124.87,16.00,0.00,14.2543379,0.8908961187,-16.00,0.00%
Delhi,2015,Waste,124.87,0.00,131.00,14.2543379,0,131.00,10.88%
Delhi,2016,Waste,124.87,0.00,0.00,14.2543379,0,0,0.00%
Chhattisgarh,2017,Solar,124.55,128.86,"18,270.00",14.21769406,0.1103344255,"18,141.14",0.08%
Madhya Pradesh,2018,Small Hydro,124.11,86.16,820.00,14.16780822,0.1644360285,733.84,1.73%
Chhattisgarh,2011,Biomass,927.37,0.00,0.00,105.8636986,0,0,0.00%
Haryana,2016,Solar,122.04,15.39,0.00,13.93116438,0.9053853502,-15.39,0.00%
West Bengal,2017,Small Hydro,120.86,98.50,396.00,13.7966895,0.1400679137,297.50,3.48%
Kerala,2020,Wind,119.76,62.50,"2,311.00",13.67100457,0.2187360731,"2,248.50",0.59%
Madhya Pradesh,2011,Small Hydro,118.54,86.16,0.00,13.531621,0.1570522401,-86.16,0.00%
Madhya Pradesh,2012,Small Hydro,118.54,86.16,0.00,13.531621,0.1570522401,-86.16,0.00%
Madhya Pradesh,2013,Small Hydro,118.54,86.16,0.00,13.531621,0.1570522401,-86.16,0.00%
Madhya Pradesh,2014,Small Hydro,118.54,86.16,0.00,13.531621,0.1570522401,-86.16,0.00%
Madhya Pradesh,2015,Small Hydro,118.54,86.16,820.00,13.531621,0.1570522401,733.84,1.65%
Madhya Pradesh,2016,Small Hydro,118.54,86.16,0.00,13.531621,0.1570522401,-86.16,0.00%
West Bengal,2020,Small Hydro,115.68,98.50,392.06,13.20559361,0.1340669402,293.56,3.37%
Chhattisgarh,2018,Biomass,909.73,0.00,0.00,103.8504566,0,0,0.00%
Chhattisgarh,2010,Biomass,799.40,0.00,0.00,91.25547945,0,0,0.00%
Chhattisgarh,2020,Biomass,679.70,0.00,0.00,77.59178082,0,0,0.00%
Chhattisgarh,2009,Biomass,624.24,0.00,0.00,71.26050228,0,0,0.00%
Chhattisgarh,2008,Biomass,585.05,0.00,0.00,66.78675799,0,0,0.00%
Chhattisgarh,2019,Biomass,529.89,0.00,0.00,60.49018265,0,0,0.00%
Chhattisgarh,2018,Biomass,0.00,228.00,10.00,0,0,-218.00,0.00%
Chhattisgarh,2008,Biomass,0.00,146.30,0.00,0,0,-146.30,0.00%
Bihar,2017,Solar,109.18,108.52,"11,200.00",12.46347032,0.1148495238,"11,091.48",0.11%
Chhattisgarh,2009,Biomass,0.00,156.10,0.00,0,0,-156.10,0.00%
Chhattisgarh,2010,Biomass,0.00,199.90,0.00,0,0,-199.90,0.00%
Kerala,2019,Wind,107.94,52.50,0.00,12.32146119,0.2346944988,-52.50,0.00%
Andhra Pradesh,2016,Small Hydro,103.10,232.98,0.00,11.76917808,0.05051583004,-232.98,0.00%
Chhattisgarh,2020,Small Hydro,101.75,76.00,"1,098.00",11.61552511,0.1528358568,"1,022.00",1.06%
Haryana,2015,Solar,101.48,12.80,"4,560.00",11.58424658,0.9050192637,"4,547.20",0.25%
Karnataka,2015,Solar,99.68,77.22,"24,700.00",11.37888128,0.1473566599,"24,622.78",0.05%
Andhra Pradesh,2015,Small Hydro,98.78,223.23,978.00,11.27659817,0.05051560352,754.77,1.15%
Kerala,2018,Wind,98.46,52.50,0.00,11.23972603,0.2140900196,-52.50,0.00%
Madhya Pradesh,2008,Small Hydro,97.90,71.16,0.00,11.17579909,0.1570517016,-71.16,0.00%
Madhya Pradesh,2009,Small Hydro,97.90,71.16,0.00,11.17579909,0.1570517016,-71.16,0.00%
Madhya Pradesh,2010,Small Hydro,97.90,71.16,0.00,11.17579909,0.1570517016,-71.16,0.00%
Andhra Pradesh,2014,Small Hydro,97.81,221.03,0.00,11.16552511,0.05051588071,-221.03,0.00%
Chhattisgarh,2011,Biomass,0.00,231.90,0.00,0,0,-231.90,0.00%
Andhra Pradesh,2013,Small Hydro,96.92,219.03,0.00,11.06438356,0.05051537945,-219.03,0.00%
Andhra Pradesh,2012,Small Hydro,96.39,217.83,0.00,11.00376712,0.05051538871,-217.83,0.00%
Tamil Nadu,2017,Small Hydro,93.79,123.05,660.00,10.70627854,0.08700754603,536.95,1.62%
Chhattisgarh,2012,Biomass,0.00,249.90,0.00,0,0,-249.90,0.00%
Nagaland,2017,Small Hydro,92.73,30.67,197.00,10.58538813,0.3451381848,166.33,5.37%
Chhattisgarh,2013,Biomass,0.00,249.90,0.00,0,0,-249.90,0.00%
Kerala,2018,Solar,91.45,107.94,"6,110.00",10.43961187,0.09671680445,"6,002.06",0.17%
Nagaland,2018,Small Hydro,91.00,30.67,182.00,10.38812785,0.3387064837,151.33,5.71%
Nagaland,2016,Small Hydro,88.73,30.67,0.00,10.12842466,0.3302388216,-30.67,0.00%
Chhattisgarh,2014,Biomass,0.00,264.90,0.00,0,0,-264.90,0.00%
Nagaland,2019,Small Hydro,87.46,30.67,197.00,9.983789954,0.3255229851,166.33,5.07%
West Bengal,2020,Solar,86.49,114.46,"6,260.00",9.873059361,0.08625772637,"6,145.54",0.16%
Gujarat,2019,Small Hydro,86.19,61.30,202.00,9.838926941,0.1605045178,140.70,4.87%
Nagaland,2014,Small Hydro,85.83,29.67,0.00,9.798173516,0.3302384063,-29.67,0.00%
Nagaland,2015,Small Hydro,85.83,29.67,197.00,9.798173516,0.3302384063,167.33,4.97%
Andhra Pradesh,2011,Small Hydro,84.71,191.43,0.00,9.670205479,0.05051562179,-191.43,0.00%
Haryana,2019,Solar,84.66,224.52,"4,560.00",9.664383562,0.0430446444,"4,335.48",0.21%
Nagaland,2008,Small Hydro,82.94,28.67,0.00,9.467922374,0.3302379621,-28.67,0.00%
Nagaland,2009,Small Hydro,82.94,28.67,0.00,9.467922374,0.3302379621,-28.67,0.00%
Nagaland,2010,Small Hydro,82.94,28.67,0.00,9.467922374,0.3302379621,-28.67,0.00%
Nagaland,2011,Small Hydro,82.94,28.67,0.00,9.467922374,0.3302379621,-28.67,0.00%
Nagaland,2012,Small Hydro,82.94,28.67,0.00,9.467922374,0.3302379621,-28.67,0.00%
Nagaland,2013,Small Hydro,82.94,28.67,0.00,9.467922374,0.3302379621,-28.67,0.00%
Andhra Pradesh,2010,Small Hydro,82.68,186.83,0.00,9.437785388,0.05051536364,-186.83,0.00%
Haryana,2014,Solar,81.67,10.30,0.00,9.323173516,0.9051624773,-10.30,0.00%
Chhattisgarh,2015,Biomass,0.00,218.00,0.00,0,0,-218.00,0.00%
Chhattisgarh,2019,Small Hydro,80.05,76.00,"1,107.00",9.138584475,0.1202445326,"1,031.00",0.83%
Andhra Pradesh,2008,Small Hydro,80.02,180.83,0.00,9.134703196,0.05051541888,-180.83,0.00%
Andhra Pradesh,2009,Small Hydro,80.02,180.83,0.00,9.134703196,0.05051541888,-180.83,0.00%
Telangana,2016,Waste,79.80,0.00,0.00,9.109018265,0,0,0.00%
Odisha,2015,Solar,77.45,31.76,"25,780.00",8.841324201,0.2783792255,"25,748.24",0.03%
Chhattisgarh,2016,Biomass,0.00,228.00,0.00,0,0,-228.00,0.00%
Nagaland,2020,Small Hydro,75.87,30.67,182.00,8.660958904,0.2823918782,151.33,4.76%
Tripura,2019,Small Hydro,74.94,16.01,47.00,8.555022831,0.5343549551,30.99,18.20%
Odisha,2014,Solar,74.38,30.50,0.00,8.490525114,0.2783778726,-30.50,0.00%
Haryana,2018,Solar,73.51,216.85,"4,560.00",8.391438356,0.0386969719,"4,343.15",0.18%
Chhattisgarh,2017,Biomass,0.00,228.00,0.00,0,0,-228.00,0.00%
Kerala,2017,Wind,72.59,51.50,0.00,8.28652968,0.1609034889,-51.50,0.00%
Chhattisgarh,2019,Biomass,0.00,228.00,0.00,0,0,-228.00,0.00%
Chhattisgarh,2020,Biomass,0.00,244.50,0.00,0,0,-244.50,0.00%
Meghalaya,2018,Small Hydro,70.56,31.03,230.00,8.054794521,0.259580874,198.97,3.50%
Tamil Nadu,2015,Solar,69.92,143.37,"17,670.00",7.982191781,0.05567546754,"17,526.63",0.05%
Delhi,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2008,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2009,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2010,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2011,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2012,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2013,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2014,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
Meghalaya,2015,Small Hydro,65.96,31.03,230.00,7.529680365,0.2426580846,198.97,3.27%
Meghalaya,2016,Small Hydro,65.96,31.03,0.00,7.529680365,0.2426580846,-31.03,0.00%
