Country,State,Year,Region-Wise Installation Of Electricity,"Energy Value Type (Potential, Capacity, Generation)",Types Of Energy Sources,Nature Of Energy Sources,"Types Of Usage (Utility ,Captive)",Type Of Energy Sector,"Values For Renewable Electricity (UOM:MW(MegaWatt)), Scaling Factor:1"
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2431.5
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1903.05
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",NR,Capacity,SMALL HYDRO,,,,179.03
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",NR,Capacity,SOLAR,,,,1.36
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",NR,Potential,BIOMASS,RENEWABLE,,,43
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",NR,Potential,SMALL HYDRO,RENEWABLE,,,1707
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",NR,Potential,SOLAR,RENEWABLE,,,111050
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4.11
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,9800.67
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5136.89
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,324.37
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",ER,Capacity,SMALL HYDRO,,,,4.05
India,Jharkhand,"Financial Year (Apr - Mar), 2018",ER,Capacity,SOLAR,,,,25.67
India,Jharkhand,"Financial Year (Apr - Mar), 2018",ER,Potential,BIOMASS,RENEWABLE,,,107
India,Jharkhand,"Financial Year (Apr - Mar), 2018",ER,Potential,SMALL HYDRO,RENEWABLE,,,228
India,Jharkhand,"Financial Year (Apr - Mar), 2018",ER,Potential,SOLAR,RENEWABLE,,,18180
India,Jharkhand,"Financial Year (Apr - Mar), 2018",ER,Potential,WASTE,RENEWABLE,,,10
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5516.318
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,13485.31
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,11873.64
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,1933.31
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,6.964
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,141.94
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,190.38
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,233.65
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,9.47
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,19.47
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Capacity,COGENERATION-BAGASSE,,,,1753.6
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Capacity,SMALL HYDRO,,,,1230.73
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Capacity,SOLAR,,,,4944.12
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Capacity,WASTE,,,,1
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Capacity,WIND,,,,4509.4
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Potential,BIOMASS,RENEWABLE,,,1222
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,1400
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Potential,SMALL HYDRO,RENEWABLE,,,3726
India,Karnataka,"Financial Year (Apr - Mar), 2018",SR,Potential,SOLAR,RENEWABLE,,,24700
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2057.56
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11773.843
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,3945.19
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10194.48
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,15853.11
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,215.394
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,43.068
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,7142.62
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2789.537
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,7533.41
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1604.41
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,63.882
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2391.74
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,78.262
India,Karnataka,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,7410.2
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Capacity,SMALL HYDRO,,,,219.02
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Capacity,SOLAR,,,,107.94
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Capacity,WIND,,,,52.5
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Potential,BIOMASS,RENEWABLE,,,864
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Potential,SMALL HYDRO,RENEWABLE,,,647
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Potential,SOLAR,RENEWABLE,,,6110
India,Kerala,"Financial Year (Apr - Mar), 2018",SR,Potential,WASTE,RENEWABLE,,,36
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,507.259
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4.504
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,1.92
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,39.58
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5199.26
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,NAPHTHA,NON-RENEWABLE,UTILITY,CENTRAL,4.19
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,NAPHTHA,NON-RENEWABLE,UTILITY,PRIVATE,42.65
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,343.901
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,620.52
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,36.101
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,55.35
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Kerala,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,98.46
India,Ladakh,"Financial Year (Apr - Mar), 2018",NR,Potential,BIOMASS,RENEWABLE,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2018",NR,Potential,SMALL HYDRO,RENEWABLE,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2018",NR,Potential,SOLAR,RENEWABLE,,,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",SR,Capacity,SOLAR,,,,0.75
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",SR,Potential,WASTE,RENEWABLE,,,3
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.58
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Capacity,COGENERATION-BAGASSE,,,,93
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Capacity,SMALL HYDRO,,,,86.16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Capacity,SOLAR,,,,1305.35
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Capacity,WASTE,,,,15.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Capacity,WIND,,,,2519.89
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Potential,BIOMASS,RENEWABLE,,,1386
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Potential,SMALL HYDRO,RENEWABLE,,,820
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Potential,SOLAR,RENEWABLE,,,61660
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",WR,Potential,WASTE,RENEWABLE,,,78
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,76.11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4140.489
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,37495.73
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,52844.76
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18246.17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,399.18
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1325.36
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1261.45
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,323.625
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,41.14
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,124.11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2252.07
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,11.817
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,4220.09
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Capacity,COGENERATION-BAGASSE,,,,2170
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Capacity,SMALL HYDRO,,,,373.18
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Capacity,SOLAR,,,,1239.18
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Capacity,WASTE,,,,12.59
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Capacity,WIND,,,,4783.93
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Potential,BIOMASS,RENEWABLE,,,1970
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,2200
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Potential,SMALL HYDRO,RENEWABLE,,,786
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Potential,SOLAR,RENEWABLE,,,64
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WR,Potential,WASTE,RENEWABLE,,,287
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3767.83
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4304.582
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,9368.7
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,48235.97
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,46059.87
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2138.507
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,22.21
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,1558.43
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3302.69
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1932.409
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,4501.03
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,1353.66
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,3211.7
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,6876.25
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0.01
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,627.12
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,1.155
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1100.67
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,146.6
India,Maharashtra,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,6541.15
India,Manipur,"Financial Year (Apr - Mar), 2018",NER,Capacity,SMALL HYDRO,,,,5.45
India,Manipur,"Financial Year (Apr - Mar), 2018",NER,Capacity,SOLAR,,,,0.06
India,Manipur,"Financial Year (Apr - Mar), 2018",NER,Potential,BIOMASS,RENEWABLE,,,15
India,Manipur,"Financial Year (Apr - Mar), 2018",NER,Potential,SMALL HYDRO,RENEWABLE,,,100
India,Manipur,"Financial Year (Apr - Mar), 2018",NER,Potential,SOLAR,RENEWABLE,,,10630
India,Manipur,"Financial Year (Apr - Mar), 2018",NER,Potential,WASTE,RENEWABLE,,,2
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,837.74
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.15
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",NER,Capacity,SMALL HYDRO,,,,31.03
India,Meghalaya,"Financial Year (Apr - Mar), 2018",NER,Capacity,SOLAR,,,,0.02
India,Meghalaya,"Financial Year (Apr - Mar), 2018",NER,Potential,BIOMASS,RENEWABLE,,,11
India,Meghalaya,"Financial Year (Apr - Mar), 2018",NER,Potential,SMALL HYDRO,RENEWABLE,,,230
India,Meghalaya,"Financial Year (Apr - Mar), 2018",NER,Potential,SOLAR,RENEWABLE,,,5860
India,Meghalaya,"Financial Year (Apr - Mar), 2018",NER,Potential,WASTE,RENEWABLE,,,2
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,227.751
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,18.152
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1140.26
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,70.56
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",NER,Capacity,SMALL HYDRO,,,,36.47
India,Mizoram,"Financial Year (Apr - Mar), 2018",NER,Capacity,SOLAR,,,,0.2
India,Mizoram,"Financial Year (Apr - Mar), 2018",NER,Potential,BIOMASS,RENEWABLE,,,1
India,Mizoram,"Financial Year (Apr - Mar), 2018",NER,Potential,SMALL HYDRO,RENEWABLE,,,169
India,Mizoram,"Financial Year (Apr - Mar), 2018",NER,Potential,SOLAR,RENEWABLE,,,9090
India,Mizoram,"Financial Year (Apr - Mar), 2018",NER,Potential,WASTE,RENEWABLE,,,2
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,78.37
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,54.67
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
