Country,State,Year,Region-Wise Installation Of Electricity,"Energy Value Type (Potential, Capacity, Generation)",Types Of Energy Sources,Nature Of Energy Sources,"Types Of Usage (Utility ,Captive)",Type Of Energy Sector,"Values For Renewable Electricity (UOM:MW(MegaWatt)), Scaling Factor:1"
India,Gujarat,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,809.424
India,Gujarat,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Gujarat,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,4785.796
India,Haryana,"Financial Year (Apr - Mar), 2012",NR,Capacity,COGENERATION-BAGASSE,,,,35.8
India,Haryana,"Financial Year (Apr - Mar), 2012",NR,Capacity,SMALL HYDRO,,,,70.1
India,Haryana,"Financial Year (Apr - Mar), 2012",NR,Capacity,SOLAR,,,,16.8
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,186.149
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,2421.61
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,165.7
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18391.45
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,3067.72
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,946.729
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,132.966
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Haryana,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",NR,Capacity,SMALL HYDRO,,,,527.66
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,23828.21
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,4981.39
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1657.3
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1278.241
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",NR,Capacity,SMALL HYDRO,,,,127.6748990422
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,8494.05365266581
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3516.43453075648
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,5.29166631286527
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,248.603657130643
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2012",ER,Capacity,SMALL HYDRO,,,,4.05
India,Jharkhand,"Financial Year (Apr - Mar), 2012",ER,Capacity,SOLAR,,,,4
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,7347.62
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,3676.3
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,2710.94
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,296.12
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,270.05
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,4.885
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2012",SR,Capacity,COGENERATION-BAGASSE,,,,441.18
India,Karnataka,"Financial Year (Apr - Mar), 2012",SR,Capacity,SMALL HYDRO,,,,882.45
India,Karnataka,"Financial Year (Apr - Mar), 2012",SR,Capacity,SOLAR,,,,9
India,Karnataka,"Financial Year (Apr - Mar), 2012",SR,Capacity,WASTE,,,,1
India,Karnataka,"Financial Year (Apr - Mar), 2012",SR,Capacity,WIND,,,,1933.5
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1816.92
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,9854.45
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,13627.19
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,215.42
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,415.64
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,14259.88
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,5210.69
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1075.028
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,11.613
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3233.304
India,Kerala,"Financial Year (Apr - Mar), 2012",SR,Capacity,SMALL HYDRO,,,,149.67
India,Kerala,"Financial Year (Apr - Mar), 2012",SR,Capacity,SOLAR,,,,0.84
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,290.57
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,7807.98
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,706.42
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,48.74
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,366.418
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.475
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2012",NR,Capacity,SMALL HYDRO,,,,2.85510095779965
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,189.946347334193
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,78.635469243521
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0.118333687134729
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,5.55934286935749
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",SR,Capacity,SOLAR,,,,0.75
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.02
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",WR,Capacity,COGENERATION-BAGASSE,,,,8.5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",WR,Capacity,SMALL HYDRO,,,,86.16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",WR,Capacity,SOLAR,,,,2.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",WR,Capacity,WASTE,,,,3.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",WR,Capacity,WIND,,,,376.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,30.56
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,25885.58
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,15810.74
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,4662.37
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3073.72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,118.537
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,3.209
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,2.341
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,279.732
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WR,Capacity,COGENERATION-BAGASSE,,,,603.7
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WR,Capacity,SMALL HYDRO,,,,281.33
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WR,Capacity,SOLAR,,,,20
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WR,Capacity,WASTE,,,,5.72
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WR,Capacity,WIND,,,,2733.3
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1697.893
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,21807.1
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,37675.99
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,1647.76
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4590.68
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,11619.08
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,1567.9
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,4668.78
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,9814.45
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,465.819
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,33.117
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0.137
India,Maharashtra,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3594.954
India,Manipur,"Financial Year (Apr - Mar), 2012",NER,Capacity,SMALL HYDRO,,,,5.45
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,0
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,523.5
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2012",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2012",NER,Capacity,SMALL HYDRO,,,,31.03
India,Meghalaya,"Financial Year (Apr - Mar), 2012",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,178.79
India,Meghalaya,"Financial Year (Apr - Mar), 2012",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,415.71
India,Meghalaya,"Financial Year (Apr - Mar), 2012",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,65.96
India,Meghalaya,"Financial Year (Apr - Mar), 2012",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
